index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
1|batter[665155],-3.28,2.575,-7.951,1.662,0.045,0.058,3254.0,1444.0,1.0
1|batter[665161],0.299,1.034,-1.65,2.285,0.016,0.023,4085.0,1685.0,1.0
1|batter[665487],2.36,0.823,0.765,3.842,0.014,0.021,3509.0,1412.0,1.0
1|batter[665489],0.512,1.033,-1.431,2.394,0.017,0.025,3759.0,1569.0,1.0
1|batter[665561],-5.784,1.8,-9.465,-2.695,0.027,0.045,4325.0,1589.0,1.0
1|batter[665742],4.865,0.709,3.563,6.204,0.013,0.015,2792.0,1676.0,1.0
1|batter[665750],-1.76,1.567,-4.634,1.331,0.024,0.038,4278.0,1418.0,1.0
1|batter[665804],1.374,1.706,-1.879,4.593,0.03,0.043,3247.0,1401.0,1.0
1|batter[665828],0.247,1.321,-2.173,2.696,0.021,0.03,4037.0,1637.0,1.0
1|batter[665833],3.264,0.88,1.553,4.808,0.016,0.023,3139.0,1628.0,1.0
1|batter[665839],1.601,1.757,-1.768,4.79,0.029,0.04,3648.0,1463.0,1.0
1|batter[665861],0.568,2.726,-4.389,5.513,0.043,0.055,4050.0,1576.0,1.0
1|batter[665862],1.245,0.973,-0.512,3.128,0.016,0.025,3685.0,1229.0,1.0
1|batter[665877],-1.448,2.314,-5.493,3.09,0.035,0.059,4389.0,1520.0,1.0
1|batter[665923],1.55,1.843,-1.808,4.889,0.037,0.041,2508.0,1475.0,1.0
1|batter[665926],-1.434,0.906,-3.062,0.316,0.016,0.018,3358.0,1627.0,1.0
1|batter[665953],3.212,2.269,-0.902,7.644,0.033,0.073,4659.0,1047.0,1.0
1|batter[665966],2.921,1.019,0.995,4.77,0.016,0.027,4010.0,1158.0,1.0
1|batter[665998],1.325,3.683,-5.333,8.353,0.08,0.086,2113.0,1541.0,1.0
1|batter[666018],-2.474,0.942,-4.19,-0.766,0.016,0.02,3663.0,1493.0,1.0
1|batter[666023],-0.32,0.872,-1.934,1.347,0.014,0.018,3705.0,1724.0,1.0
1|batter[666126],-2.349,1.484,-5.226,0.237,0.025,0.038,3473.0,1661.0,1.0
1|batter[666134],-1.679,1.2,-3.981,0.466,0.019,0.026,4005.0,1538.0,1.0
1|batter[666139],1.503,0.889,-0.172,3.116,0.016,0.019,2938.0,1554.0,1.0
1|batter[666149],-0.323,1.14,-2.397,1.865,0.018,0.028,3930.0,1505.0,1.0
1|batter[666150],-0.951,2.777,-6.122,4.224,0.044,0.072,4009.0,1464.0,1.0
1|batter[666152],-6.699,1.316,-9.127,-4.201,0.022,0.033,3758.0,1357.0,1.0
1|batter[666158],-4.633,1.118,-6.8,-2.567,0.018,0.026,4038.0,1664.0,1.0
1|batter[666160],2.952,0.84,1.412,4.587,0.015,0.019,3118.0,1615.0,1.0
1|batter[666163],-1.084,1.457,-3.772,1.644,0.025,0.036,3547.0,1612.0,1.0
1|batter[666165],0.689,3.367,-5.933,6.694,0.053,0.079,4028.0,1505.0,1.0
1|batter[666176],7.754,0.732,6.36,9.037,0.014,0.016,2880.0,1474.0,1.0
1|batter[666181],0.449,1.083,-1.614,2.542,0.018,0.024,3576.0,1352.0,1.0
1|batter[666182],0.665,0.587,-0.407,1.79,0.013,0.014,2118.0,1590.0,1.0
1|batter[666183],0.987,4.133,-6.879,8.52,0.1,0.094,1722.0,1274.0,1.0
1|batter[666185],-5.294,1.246,-7.697,-3.134,0.02,0.03,4070.0,1539.0,1.0
1|batter[666198],1.649,3.441,-4.901,7.724,0.066,0.065,2722.0,1560.0,1.0
1|batter[666211],2.709,1.632,-0.161,5.891,0.025,0.04,4145.0,1347.0,1.01
1|batter[666310],-0.592,1.218,-2.935,1.696,0.017,0.031,5089.0,1496.0,1.0
1|batter[666397],-0.493,1.295,-2.869,2.002,0.022,0.035,3313.0,1408.0,1.0
1|batter[666464],5.067,2.255,1.107,9.59,0.034,0.053,4352.0,1417.0,1.0
1|batter[666624],6.267,1.273,3.64,8.407,0.02,0.029,4010.0,1679.0,1.0
1|batter[666703],0.481,3.762,-6.234,7.911,0.087,0.083,1882.0,1449.0,1.0
1|batter[666915],3.234,1.797,0.08,6.935,0.035,0.039,2668.0,1565.0,1.0
1|batter[666969],0.809,0.888,-0.887,2.323,0.016,0.017,3204.0,1505.0,1.0
1|batter[666971],-1.352,0.836,-2.861,0.21,0.015,0.021,3290.0,1262.0,1.0
1|batter[667452],0.807,2.904,-4.635,6.08,0.049,0.061,3459.0,1708.0,1.0
1|batter[667472],1.833,1.014,0.061,3.927,0.018,0.027,3283.0,1313.0,1.0
1|batter[667670],-1.573,0.913,-3.365,0.159,0.015,0.021,3615.0,1560.0,1.0
1|batter[667690],1.763,3.79,-5.296,8.734,0.085,0.095,2000.0,1109.0,1.0
1|batter[668227],-0.121,0.823,-1.635,1.457,0.016,0.019,2640.0,1400.0,1.0
1|batter[668670],-0.087,1.881,-3.79,3.253,0.03,0.049,4018.0,1385.0,1.0
1|batter[668709],0.438,1.27,-1.897,2.786,0.02,0.03,3845.0,1625.0,1.0
1|batter[668715],-0.763,1.048,-2.671,1.174,0.017,0.024,3769.0,1449.0,1.0
1|batter[668723],5.685,3.091,-0.895,11.101,0.057,0.074,2961.0,1298.0,1.01
1|batter[668731],1.864,2.71,-2.856,7.155,0.048,0.06,3163.0,1199.0,1.0
1|batter[668752],-15.633,2.761,-20.91,-10.681,0.061,0.056,2059.0,1529.0,1.0
1|batter[668800],-5.679,2.169,-9.601,-1.632,0.037,0.051,3481.0,1478.0,1.0
1|batter[668804],-0.324,0.749,-1.681,1.086,0.012,0.015,3968.0,1736.0,1.0
1|batter[668845],-4.087,2.035,-7.826,-0.311,0.038,0.048,2860.0,1468.0,1.0
1|batter[668885],-11.261,1.562,-14.08,-8.284,0.023,0.049,4488.0,1113.0,1.0
1|batter[668901],2.953,0.849,1.395,4.525,0.017,0.019,2535.0,1615.0,1.01
1|batter[668904],2.965,0.896,1.456,4.833,0.015,0.022,3613.0,1323.0,1.0
1|batter[668930],-5.589,0.932,-7.237,-3.801,0.015,0.02,3956.0,1764.0,1.0
1|batter[668939],-0.491,0.919,-2.085,1.301,0.017,0.018,3065.0,1404.0,1.0
1|batter[668942],-0.83,1.093,-2.877,1.182,0.021,0.027,2728.0,1332.0,1.0
1|batter[668952],-2.556,1.927,-5.876,1.311,0.037,0.047,2701.0,1446.0,1.01
1|batter[668974],-4.925,1.684,-8.118,-1.84,0.029,0.039,3333.0,1602.0,1.0
1|batter[669003],2.354,1.935,-1.005,6.261,0.032,0.05,3735.0,1463.0,1.01
1|batter[669004],2.205,1.718,-1.177,5.328,0.028,0.041,3667.0,1372.0,1.0
1|batter[669016],0.091,0.885,-1.576,1.71,0.015,0.021,3294.0,1345.0,1.0
1|batter[669065],2.044,1.013,0.226,3.931,0.017,0.021,3595.0,1678.0,1.0
1|batter[669087],-1.002,2.281,-5.072,3.353,0.034,0.06,4544.0,1442.0,1.0
1|batter[669127],1.435,1.017,-0.609,3.184,0.018,0.024,3341.0,1424.0,1.01
1|batter[669134],2.92,2.688,-1.996,8.192,0.043,0.063,3923.0,1427.0,1.0
1|batter[669200],3.267,1.897,-0.416,6.59,0.038,0.043,2418.0,1710.0,1.0
1|batter[669208],0.076,2.274,-4.322,4.222,0.034,0.058,4330.0,1298.0,1.0
1|batter[669221],2.879,0.985,1.079,4.701,0.017,0.021,3333.0,1585.0,1.0
1|batter[669224],2.513,0.934,0.724,4.181,0.017,0.021,3161.0,1643.0,1.0
1|batter[669234],-5.543,2.183,-9.547,-1.541,0.036,0.051,3595.0,1426.0,1.0
1|batter[669236],1.844,1.061,-0.066,3.894,0.018,0.025,3543.0,1388.0,1.0
1|batter[669242],-2.037,1.076,-4.079,-0.065,0.016,0.029,4306.0,1330.0,1.0
1|batter[669256],5.325,2.997,0.184,11.42,0.055,0.068,2982.0,1568.0,1.0
1|batter[669257],-3.899,1.278,-6.396,-1.638,0.02,0.029,4035.0,1421.0,1.0
1|batter[669261],0.876,1.221,-1.435,3.086,0.02,0.03,3615.0,1755.0,1.0
1|batter[669288],-0.439,2.414,-5.123,3.942,0.04,0.058,3569.0,1603.0,1.0
1|batter[669289],-5.761,1.494,-8.541,-3.021,0.025,0.038,3630.0,1312.0,1.0
1|batter[669304],-1.912,2.435,-6.673,2.336,0.04,0.061,3610.0,1367.0,1.0
1|batter[669326],2.311,1.455,-0.51,4.966,0.022,0.035,4526.0,1601.0,1.0
1|batter[669357],1.072,1.118,-1.113,3.108,0.016,0.026,4711.0,1548.0,1.0
1|batter[669364],-6.95,1.016,-8.793,-4.911,0.017,0.023,3492.0,1670.0,1.0
1|batter[669369],-4.634,1.826,-7.964,-1.191,0.032,0.046,3214.0,1425.0,1.0
1|batter[669374],4.496,2.132,0.538,8.574,0.039,0.055,2934.0,1428.0,1.0
1|batter[669392],2.368,3.791,-5.328,9.219,0.083,0.099,2104.0,1167.0,1.0
1|batter[669394],2.607,1.112,0.514,4.548,0.018,0.024,3713.0,1488.0,1.01
1|batter[669397],-10.007,0.955,-11.733,-8.129,0.016,0.023,3689.0,1489.0,1.01
1|batter[669398],-0.336,3.157,-6.181,5.552,0.051,0.081,3826.0,1435.0,1.01
1|batter[669450],-2.527,1.689,-6.0,0.443,0.028,0.047,3707.0,1263.0,1.01
1|batter[669477],-1.25,1.004,-3.222,0.454,0.017,0.025,3319.0,1776.0,1.0
1|batter[669699],2.669,3.515,-3.921,9.441,0.07,0.08,2521.0,1329.0,1.01
1|batter[669701],-6.943,0.984,-8.908,-5.208,0.017,0.024,3523.0,1429.0,1.01
1|batter[669707],-0.135,1.024,-2.135,1.725,0.017,0.024,3752.0,1512.0,1.01
1|batter[669717],2.852,1.936,-0.784,6.49,0.03,0.045,4085.0,1498.0,1.01
1|batter[669720],-4.64,1.311,-6.963,-2.19,0.022,0.032,3694.0,1464.0,1.0
1|batter[669722],1.781,2.487,-2.741,6.306,0.035,0.063,4977.0,1469.0,1.0
1|batter[669743],-8.172,1.253,-10.518,-5.867,0.019,0.03,4292.0,1481.0,1.0
1|batter[669911],6.305,0.827,4.772,7.827,0.015,0.018,3119.0,1570.0,1.0
1|batter[670032],-2.285,2.931,-7.457,3.449,0.047,0.081,3892.0,1253.0,1.0
1|batter[670042],1.493,1.293,-0.896,3.822,0.018,0.03,4876.0,1528.0,1.0
1|batter[670092],-6.441,2.423,-10.945,-2.04,0.038,0.055,4176.0,1601.0,1.0
1|batter[670097],-5.342,2.632,-10.327,-0.546,0.045,0.06,3356.0,1530.0,1.0
1|batter[670156],-4.933,2.2,-9.037,-0.858,0.036,0.061,3675.0,1673.0,1.0
1|batter[670223],0.814,1.764,-2.31,4.313,0.027,0.04,4254.0,1689.0,1.0
1|batter[670224],0.194,1.481,-2.623,2.827,0.022,0.036,4316.0,1586.0,1.0
1|batter[670231],-0.681,1.834,-4.119,2.61,0.029,0.045,3957.0,1245.0,1.0
1|batter[670232],0.15,4.023,-7.388,7.515,0.084,0.093,2301.0,1443.0,1.01
1|batter[670242],-1.566,1.354,-4.101,0.894,0.022,0.031,3759.0,1621.0,1.0
1|batter[670276],1.912,3.219,-3.873,7.981,0.07,0.064,2131.0,1675.0,1.0
1|batter[670541],1.947,1.731,-1.233,5.346,0.026,0.04,4401.0,1429.0,1.0
1|batter[670623],-13.124,1.502,-16.222,-10.535,0.027,0.035,3183.0,1477.0,1.0
1|batter[670764],-0.488,1.031,-2.412,1.382,0.015,0.024,4579.0,1529.0,1.0
1|batter[670770],-11.772,1.643,-14.765,-8.584,0.032,0.033,2582.0,1763.0,1.0
1|batter[670868],0.397,4.221,-7.241,8.285,0.095,0.099,2005.0,1342.0,1.0
1|batter[671056],2.499,0.872,0.861,4.171,0.015,0.018,3318.0,1597.0,1.0
1|batter[671083],-0.837,2.642,-5.711,3.77,0.042,0.062,3937.0,1637.0,1.0
1|batter[671213],1.935,1.777,-1.426,5.293,0.026,0.045,4582.0,1589.0,1.0
1|batter[671218],0.702,0.786,-0.857,2.087,0.013,0.018,3769.0,1706.0,1.0
1|batter[671221],-0.571,1.414,-3.268,2.05,0.023,0.035,3858.0,1428.0,1.0
1|batter[671277],-2.323,0.961,-4.087,-0.525,0.016,0.021,3760.0,1623.0,1.0
1|batter[671284],6.495,1.458,3.911,9.39,0.026,0.035,3172.0,1488.0,1.0
1|batter[671286],7.282,1.699,3.936,10.247,0.031,0.039,3124.0,1413.0,1.0
1|batter[671289],-1.93,1.0,-3.681,0.025,0.018,0.023,3163.0,1547.0,1.0
1|batter[671655],1.295,2.411,-3.117,5.823,0.039,0.061,3814.0,1466.0,1.0
1|batter[671732],1.984,0.739,0.626,3.346,0.013,0.015,3247.0,1752.0,1.0
1|batter[671739],4.619,0.798,3.051,6.029,0.014,0.016,3088.0,1678.0,1.0
1|batter[671976],0.323,2.822,-5.093,5.373,0.052,0.065,2953.0,1439.0,1.0
1|batter[672012],-1.675,2.061,-5.458,2.253,0.047,0.043,1965.0,1625.0,1.0
1|batter[672016],3.104,1.126,1.125,5.285,0.021,0.028,2908.0,1423.0,1.0
1|batter[672275],1.275,0.882,-0.487,2.795,0.015,0.023,3426.0,1617.0,1.0
1|batter[672279],0.244,2.701,-4.552,5.616,0.047,0.062,3288.0,1601.0,1.0
1|batter[672284],2.195,2.074,-1.738,5.967,0.033,0.048,3925.0,1675.0,1.0
1|batter[672356],3.904,0.875,2.339,5.507,0.016,0.018,3011.0,1841.0,1.0
1|batter[672359],2.664,2.704,-2.617,7.43,0.051,0.062,2789.0,1606.0,1.0
1|batter[672386],0.056,0.899,-1.66,1.71,0.015,0.02,3506.0,1440.0,1.0
1|batter[672515],-3.25,1.363,-5.957,-0.889,0.021,0.029,4109.0,1592.0,1.0
1|batter[672569],-0.504,2.009,-4.113,3.27,0.033,0.045,3634.0,1525.0,1.01
1|batter[672580],-3.636,1.166,-5.72,-1.433,0.02,0.027,3418.0,1610.0,1.0
1|batter[672640],-0.518,1.009,-2.336,1.388,0.015,0.023,4201.0,1396.0,1.0
1|batter[672642],1.598,3.719,-4.896,8.845,0.077,0.074,2336.0,1441.0,1.0
1|batter[672695],-3.37,0.781,-4.788,-1.874,0.013,0.017,3577.0,1533.0,1.0
1|batter[672724],3.918,1.108,1.965,6.107,0.018,0.028,3638.0,1374.0,1.0
1|batter[672744],5.963,1.047,4.034,7.87,0.018,0.023,3509.0,1673.0,1.0
1|batter[672761],-1.179,1.017,-3.224,0.643,0.016,0.025,4012.0,1569.0,1.0
1|batter[672820],0.205,0.956,-1.57,1.929,0.017,0.023,3046.0,1511.0,1.0
1|batter[673237],2.312,1.042,0.377,4.274,0.018,0.023,3469.0,1885.0,1.0
1|batter[673357],2.964,1.014,1.153,5.007,0.018,0.022,3348.0,1473.0,1.0
1|batter[673490],-6.909,1.869,-10.482,-3.496,0.033,0.041,3099.0,1599.0,1.0
1|batter[673548],0.214,1.039,-1.762,2.201,0.017,0.025,3700.0,1453.0,1.0
1|batter[673962],-2.079,1.142,-4.175,0.008,0.018,0.026,3976.0,1383.0,1.0
1|batter[674441],1.438,2.016,-2.07,5.598,0.042,0.043,2250.0,1520.0,1.01
1|batter[675659],1.335,3.613,-5.478,8.006,0.075,0.084,2324.0,1619.0,1.0
1|batter[675915],0.815,3.887,-6.663,8.06,0.083,0.103,2172.0,1363.0,1.0
1|batter[675961],0.574,4.101,-6.758,8.729,0.092,0.089,1974.0,1642.0,1.0
1|batter[676044],4.176,2.032,0.467,7.918,0.028,0.046,5105.0,1626.0,1.01
1|batter[676059],-0.023,1.157,-2.083,2.28,0.02,0.03,3394.0,1531.0,1.0
1|batter[676070],0.487,1.87,-2.676,4.239,0.029,0.056,4273.0,1395.0,1.0
1|batter[676113],0.133,3.663,-6.937,6.762,0.072,0.077,2582.0,1639.0,1.0
1|batter[676116],-0.115,1.983,-3.8,3.683,0.03,0.049,4326.0,1448.0,1.0
1|batter[676356],-2.894,2.578,-7.82,1.573,0.04,0.071,4120.0,1359.0,1.0
1|batter[676369],1.484,3.909,-5.576,9.063,0.08,0.088,2366.0,1412.0,1.0
1|batter[676391],-5.449,1.132,-7.619,-3.416,0.019,0.025,3657.0,1647.0,1.0
1|batter[676439],1.075,1.435,-1.811,3.55,0.023,0.037,3909.0,1375.0,1.0
1|batter[676466],1.796,3.202,-4.185,7.567,0.053,0.075,3624.0,1675.0,1.0
1|batter[676475],-1.669,1.005,-3.677,0.133,0.017,0.022,3693.0,1600.0,1.0
1|batter[676480],0.553,2.322,-3.74,5.152,0.039,0.061,3538.0,1352.0,1.0
1|batter[676551],2.418,3.461,-3.838,8.794,0.07,0.081,2412.0,1740.0,1.0
1|batter[676572],0.81,0.986,-0.961,2.704,0.016,0.021,4011.0,1629.0,1.0
1|batter[676609],-6.687,1.17,-8.974,-4.619,0.02,0.026,3580.0,1486.0,1.0
1|batter[676679],1.733,1.682,-1.687,4.624,0.028,0.04,3511.0,1411.0,1.0
1|batter[676694],-2.588,1.139,-4.752,-0.53,0.019,0.024,3615.0,1905.0,1.0
1|batter[676701],-8.267,2.267,-12.542,-4.076,0.035,0.054,4090.0,1426.0,1.0
1|batter[676724],2.839,2.509,-1.985,7.372,0.035,0.064,5352.0,1606.0,1.0
1|batter[676801],3.799,1.403,0.988,6.208,0.025,0.034,3205.0,1395.0,1.0
1|batter[676812],4.681,2.01,1.17,8.539,0.033,0.046,3557.0,1473.0,1.0
1|batter[676914],-0.74,1.792,-3.955,2.611,0.028,0.04,4136.0,1548.0,1.0
1|batter[677008],-2.091,1.319,-4.505,0.469,0.023,0.031,3344.0,1382.0,1.0
1|batter[677060],1.935,2.552,-2.931,6.424,0.048,0.062,2788.0,1459.0,1.0
1|batter[677338],1.321,3.643,-5.345,8.266,0.079,0.093,2120.0,1318.0,1.0
1|batter[677347],3.192,1.247,0.913,5.45,0.021,0.029,3655.0,1563.0,1.0
1|batter[677587],-3.711,1.104,-5.648,-1.509,0.019,0.025,3216.0,1572.0,1.01
1|batter[677588],-4.099,1.475,-6.741,-1.227,0.025,0.039,3412.0,1430.0,1.0
1|batter[677592],5.91,1.414,3.358,8.702,0.024,0.034,3589.0,1316.0,1.0
1|batter[677594],4.031,0.811,2.468,5.51,0.014,0.018,3366.0,1423.0,1.0
1|batter[677595],1.618,1.29,-0.701,4.014,0.02,0.03,4112.0,1604.0,1.01
1|batter[677605],0.267,4.1,-7.877,7.666,0.103,0.102,1577.0,1173.0,1.0
1|batter[677649],-1.439,1.3,-3.779,0.939,0.023,0.031,3290.0,1227.0,1.0
1|batter[677800],0.444,1.245,-1.973,2.654,0.019,0.03,4083.0,1390.0,1.0
1|batter[677870],-2.059,2.281,-6.268,2.155,0.038,0.054,3586.0,1650.0,1.0
1|batter[677941],4.159,3.161,-1.948,10.138,0.07,0.077,2058.0,1224.0,1.0
1|batter[677942],0.185,0.901,-1.484,1.862,0.018,0.021,2551.0,1488.0,1.0
1|batter[677943],3.439,3.14,-2.341,9.623,0.057,0.085,2991.0,1454.0,1.0
1|batter[677950],-3.103,0.973,-4.943,-1.345,0.016,0.023,3607.0,1474.0,1.0
1|batter[677951],2.537,0.824,0.909,3.995,0.014,0.017,3291.0,1865.0,1.0
1|batter[677954],3.103,3.243,-3.397,8.766,0.068,0.075,2286.0,1306.0,1.0
1|batter[677956],7.598,2.345,3.454,11.975,0.038,0.05,3678.0,1399.0,1.0
1|batter[678009],1.149,1.652,-1.813,4.3,0.026,0.048,3860.0,1288.0,1.0
1|batter[678011],-3.26,2.171,-7.573,0.543,0.035,0.057,3857.0,1348.0,1.0
1|batter[678099],0.55,4.148,-7.872,7.844,0.084,0.104,2419.0,1144.0,1.0
1|batter[678225],-2.676,1.893,-6.062,1.143,0.036,0.044,2817.0,1448.0,1.0
1|batter[678246],-4.79,1.397,-7.391,-2.181,0.023,0.033,3577.0,1440.0,1.0
1|batter[678391],1.052,1.851,-2.229,4.585,0.03,0.044,3792.0,1532.0,1.0
1|batter[678489],-1.14,1.836,-4.661,2.205,0.027,0.046,4430.0,1655.0,1.01
1|batter[678554],2.178,1.094,0.123,4.22,0.018,0.027,3631.0,1301.0,1.0
1|batter[678662],0.494,0.878,-1.037,2.226,0.017,0.021,2667.0,1466.0,1.0
1|batter[678877],4.938,1.347,2.41,7.443,0.022,0.035,3599.0,1473.0,1.0
1|batter[678882],-1.422,0.857,-3.087,0.085,0.015,0.018,3280.0,1627.0,1.0
1|batter[678894],2.787,2.357,-1.352,7.236,0.037,0.065,4036.0,1076.0,1.0
1|batter[679032],-0.674,1.033,-2.684,1.163,0.017,0.023,3509.0,1668.0,1.0
1|batter[679529],2.154,0.964,0.264,3.853,0.014,0.022,4508.0,1577.0,1.0
1|batter[679631],0.594,3.743,-6.252,8.025,0.087,0.087,1844.0,1346.0,1.0
1|batter[679822],1.934,3.298,-4.284,8.047,0.058,0.077,3256.0,1736.0,1.0
1|batter[679845],-2.68,2.001,-6.452,1.166,0.029,0.053,4789.0,1442.0,1.0
1|batter[680118],1.246,2.105,-2.642,5.116,0.044,0.048,2337.0,1566.0,1.0
1|batter[680474],-1.391,1.236,-3.542,0.984,0.02,0.028,4163.0,1499.0,1.0
1|batter[680518],0.629,3.947,-7.13,7.778,0.088,0.093,2006.0,1422.0,1.0
1|batter[680519],0.33,4.24,-7.815,8.48,0.103,0.123,1736.0,981.0,1.01
1|batter[680574],-2.45,0.993,-4.303,-0.599,0.017,0.023,3506.0,1390.0,1.0
1|batter[680577],-1.579,1.037,-3.46,0.347,0.021,0.022,2418.0,1562.0,1.0
1|batter[680690],1.616,3.773,-5.527,8.611,0.082,0.078,2106.0,1560.0,1.0
1|batter[680700],-0.17,2.279,-4.099,4.43,0.037,0.06,3713.0,1305.0,1.0
1|batter[680716],-0.322,2.708,-5.049,4.91,0.051,0.06,2817.0,1645.0,1.0
1|batter[680718],4.962,0.792,3.387,6.338,0.015,0.018,2813.0,1638.0,1.0
1|batter[680728],-1.854,2.107,-5.95,1.956,0.035,0.052,3548.0,1334.0,1.0
1|batter[680737],-1.317,2.067,-4.916,2.758,0.032,0.053,4284.0,1282.0,1.01
1|batter[680757],-13.363,1.033,-15.184,-11.374,0.017,0.022,3585.0,1735.0,1.0
1|batter[680769],3.826,2.998,-1.884,9.502,0.047,0.076,4141.0,1630.0,1.0
1|batter[680776],-0.102,0.936,-1.886,1.605,0.015,0.022,4117.0,1337.0,1.0
1|batter[680777],-0.514,0.917,-2.2,1.168,0.015,0.018,3556.0,1805.0,1.0
1|batter[680779],0.291,1.096,-1.725,2.375,0.018,0.024,3634.0,1543.0,1.0
1|batter[680837],1.972,2.291,-2.173,6.285,0.04,0.057,3276.0,1228.0,1.0
1|batter[680862],4.939,1.455,2.205,7.628,0.025,0.038,3548.0,1379.0,1.0
1|batter[680869],2.153,1.582,-0.975,4.986,0.023,0.041,4847.0,1499.0,1.0
1|batter[680911],2.802,2.409,-1.682,7.319,0.042,0.062,3213.0,1468.0,1.0
1|batter[680977],-1.103,0.762,-2.529,0.35,0.014,0.015,2940.0,1659.0,1.01
1|batter[681082],-1.107,0.918,-2.741,0.696,0.015,0.02,3669.0,1450.0,1.0
1|batter[681123],0.67,3.535,-5.989,7.109,0.082,0.073,1880.0,1429.0,1.0
1|batter[681134],-0.042,4.085,-7.047,7.928,0.088,0.091,2169.0,1333.0,1.0
1|batter[681146],-4.659,1.991,-8.374,-0.758,0.033,0.047,3670.0,1390.0,1.0
1|batter[681184],0.049,3.521,-6.307,7.047,0.079,0.073,1999.0,1314.0,1.0
1|batter[681198],1.488,3.276,-4.287,7.894,0.072,0.064,2057.0,1617.0,1.0
1|batter[681297],2.033,1.366,-0.774,4.284,0.021,0.033,4458.0,1607.0,1.0
1|batter[681351],-1.789,0.956,-3.667,-0.077,0.016,0.022,3430.0,1335.0,1.0
1|batter[681393],-3.783,1.137,-5.838,-1.657,0.02,0.029,3276.0,1315.0,1.0
1|batter[681460],-1.583,0.933,-3.32,0.115,0.015,0.019,3759.0,1578.0,1.0
1|batter[681481],1.847,0.782,0.428,3.409,0.014,0.018,3068.0,1421.0,1.0
1|batter[681508],-5.437,2.195,-9.022,-0.755,0.037,0.059,3622.0,1364.0,1.0
1|batter[681546],2.932,1.571,0.018,6.056,0.025,0.039,4080.0,1417.0,1.0
1|batter[681581],2.515,2.731,-2.749,7.57,0.061,0.06,2003.0,1487.0,1.0
1|batter[681584],-0.357,1.936,-3.927,3.286,0.034,0.043,3307.0,1740.0,1.0
1|batter[681624],0.836,0.92,-0.938,2.561,0.015,0.024,3747.0,1370.0,1.0
1|batter[681715],0.084,1.314,-2.469,2.387,0.021,0.033,3907.0,1511.0,1.0
1|batter[681807],0.56,1.293,-1.73,3.052,0.023,0.03,3164.0,1575.0,1.0
1|batter[681909],-1.607,3.634,-7.938,5.526,0.079,0.077,2120.0,1721.0,1.0
1|batter[681962],-0.319,1.665,-3.623,2.642,0.028,0.043,3458.0,1307.0,1.01
1|batter[681987],-0.556,2.068,-4.293,3.497,0.033,0.049,3870.0,1511.0,1.0
1|batter[682177],-5.243,1.124,-7.435,-3.233,0.019,0.029,3414.0,1461.0,1.0
1|batter[682183],-1.864,2.595,-6.481,3.223,0.045,0.07,3321.0,1429.0,1.0
1|batter[682266],1.158,4.0,-6.322,8.551,0.089,0.087,2041.0,1579.0,1.0
1|batter[682515],3.362,3.224,-2.921,9.081,0.067,0.067,2293.0,1666.0,1.0
1|batter[682622],-0.979,1.241,-3.333,1.326,0.022,0.034,3261.0,1363.0,1.0
1|batter[682626],3.47,0.966,1.725,5.402,0.016,0.02,3513.0,1405.0,1.0
1|batter[682634],2.692,3.51,-4.07,9.051,0.062,0.093,3264.0,1481.0,1.0
1|batter[682641],-2.284,1.398,-4.827,0.372,0.024,0.034,3404.0,1468.0,1.0
1|batter[682653],-2.398,1.794,-5.822,0.915,0.03,0.046,3412.0,1267.0,1.0
1|batter[682657],-5.916,1.148,-8.005,-3.727,0.018,0.026,4302.0,1516.0,1.0
1|batter[682663],3.636,0.865,2.039,5.253,0.014,0.02,3860.0,1541.0,1.0
1|batter[682668],-3.156,1.362,-5.954,-0.852,0.022,0.032,3936.0,1578.0,1.0
1|batter[682729],-5.253,1.613,-8.028,-2.043,0.026,0.037,3796.0,1326.0,1.0
1|batter[682829],2.341,1.111,0.266,4.408,0.019,0.025,3342.0,1699.0,1.0
1|batter[682848],3.961,2.377,-0.058,8.773,0.031,0.058,6022.0,1626.0,1.0
1|batter[682868],2.365,2.136,-1.391,6.546,0.044,0.05,2389.0,1496.0,1.0
1|batter[682927],-0.613,1.489,-3.335,2.148,0.026,0.035,3346.0,1665.0,1.0
1|batter[682928],-0.792,0.87,-2.393,0.879,0.013,0.019,4437.0,1813.0,1.0
1|batter[682985],2.163,0.863,0.619,3.82,0.014,0.019,3661.0,1584.0,1.0
1|batter[682987],9.228,2.301,4.998,13.527,0.052,0.054,1981.0,1542.0,1.0
1|batter[682988],5.008,1.346,2.426,7.406,0.022,0.029,3947.0,1571.0,1.0
1|batter[682997],2.635,3.677,-4.104,9.684,0.088,0.078,1737.0,1265.0,1.0
1|batter[682998],1.377,1.104,-0.717,3.322,0.018,0.027,3857.0,1634.0,1.01
1|batter[683002],1.344,0.925,-0.397,3.047,0.016,0.022,3385.0,1625.0,1.0
1|batter[683011],3.162,0.719,1.902,4.593,0.013,0.016,3008.0,1514.0,1.0
1|batter[683021],-0.06,3.011,-5.592,5.625,0.057,0.075,2754.0,1151.0,1.0
1|batter[683083],-1.467,1.705,-4.671,1.642,0.03,0.04,3196.0,1659.0,1.0
1|batter[683090],5.693,1.421,3.216,8.446,0.026,0.037,3087.0,1235.0,1.0
1|batter[683146],3.826,0.778,2.468,5.355,0.014,0.016,3264.0,1737.0,1.0
